Product_id,BrandName,Category,Individual_category,category_by_Gender,DiscountPrice (in Rs),average_values,discount_column_with null to average _values ,OriginalPrice (in Rs),discount_offer_In_price,Discount in percentage,SizeOption,Ratings,Reviews,Discount_category,,,,
13645730,DressBerry,Western,tops,Women,,470,470,1399,629.55,45%,"XS, S, M, L, XL",4.3,250,Low_Discount,,,,
13646316,High Star,Western,jeans,Women,,470,470,1199,395.67,33%,"28, 30, 32, 34",4.6,551,High_Discount,,,,
13647622,Varanga,Indian Wear,kurtas,Women,1367,1059.22,1367,3599,2231.38,62%,"S, M, L, XL, XXL",4.3,887,High_Discount,,,,
13647632,Varanga,Indian Wear,kurta-sets,Women,1679,1059.22,1679,3999,2319.42,58%,"S, M, L, XL, XXL",4.2,483,Low_Discount,,,,
13647638,Varanga,Indian Wear,kurtas,Women,811,1059.22,811,2799,1987.29,71%,"S, M, L, XL, XXL",4.1,418,Low_Discount,,,,
13649154,C9 AIRWEAR,Lingerie & Sleep Wear,briefs,Women,1163,602.52,1163,2077,913.88,44%,"S, M, L, XL, XXL",4.5,350,High_Discount,,,,
13650452,Vishudh,Indian Wear,dresses,Women,659,1059.22,659,1649,989.4,60%,"S, M, L, XL, XXL",4.1,461,High_Discount,,,,
13650662,SCORPIUS,Western,skirts,Women,,470,470,1499,824.45,55%,"26, 28, 30, 32, 34",4,441,Low_Discount,,,,
13657148,Claura,Lingerie & Sleep Wear,nightdress,Women,985,602.52,985,1699,713.58,42%,Onesize,4.2,465,High_Discount,,,,
13658272,Zivame,Lingerie & Sleep Wear,bra,Women,357,602.52,357,795,437.25,55%,"32DD, 32E, 34DD, 34E, 36D, 36DD, 36E, 38C, 38D, 38DD, 40C, 40D, 42C",4.1,260,High_Discount,,,,
13658880,HIGHLANDER,Bottom Wear,track-pants,Men,359,920.93,359,899,539.4,60%,"S, M, L, XL",4,516,High_Discount,,,,
13658882,HIGHLANDER,Bottom Wear,track-pants,Men,379,920.93,379,949,569.4,60%,"S, M, L, XL",4,269,High_Discount,,,,
13658892,HIGHLANDER,Topwear,shirts,Men,540,709.5,540,949,408.07,43%,"39, 40, 42, 44",4.2,445,High_Discount,,,,
13658902,HIGHLANDER,Topwear,shirts,Men,516,709.5,516,1099,582.47,53%,"39, 40, 42, 44",4.2,428,Low_Discount,,,,
13658904,HIGHLANDER,Topwear,shirts,Men,516,709.5,516,1099,582.47,53%,"39, 40, 42, 44",4.2,598,Low_Discount,,,,
13658912,HIGHLANDER,Bottom Wear,trousers,Men,751,920.93,751,1599,847.47,53%,"30, 32, 34, 36",4.2,453,High_Discount,,,,
13661758,Vishudh,Western,trousers,Women,,470,470,899,593.34,66%,"28, 30, 32, 34, 36",3.7,488,High_Discount,,,,
13662276,HIGHLANDER,Bottom Wear,jeans,Men,753,920.93,753,1449,695.52,48%,"30, 32, 34, 36, 38",3.8,584,Low_Discount,,,,
13662282,HIGHLANDER,Bottom Wear,jeans,Men,681,920.93,681,1449,767.97,53%,"30, 32, 34, 36, 38",3.8,776,High_Discount,,,,
13663418,Roadster,Topwear,shirts,Men,1199,709.5,1199,1999,799.6,40%,"38, 40, 42, 44",4.2,240,Low_Discount,,,,
13663626,Roadster,Topwear,shirts,Men,1199,709.5,1199,1999,799.6,40%,"38, 40, 42, 44",3.8,263,High_Discount,,,,
13664344,Ishin,Indian Wear,kurta-sets,Women,2999,1059.22,2999,7499,4499.4,60%,"S, M, L, XL",3.9,435,High_Discount,,,,
13664394,one8 x PUMA,Bottom Wear,track-pants,Men,1649,920.93,1649,3299,1649.5,50%,"XS, S, M, L, XL, XXL",3.9,338,High_Discount,,,,
13666532,Tokyo Talkies,Lingerie & Sleep Wear,lounge-shorts,Women,279,602.52,279,549,269.01,49%,"S, M, L, XL",4.5,314,High_Discount,,,,
13666806,Vishudh,Western,trousers,Women,,470,470,899,548.39,61%,"28, 30, 32, 34, 36",3.7,471,High_Discount,,,,
13668984,SASSAFRAS,Western,tops,Women,,470,470,1199,647.46,54%,"XS, S, M, L, XL",4.5,269,High_Discount,,,,
13669096,Nanda Silk Mills,Indian Wear,sarees,Women,866,1059.22,866,1699,832.51,49%,Onesize,3.6,271,High_Discount,,,,
13669988,Indo Era,Indian Wear,kurta-sets,Women,1715,1059.22,1715,4399,2683.39,61%,"XS, S, M, L, XL, XXL",3.9,250,High_Discount,,,,
13670284,SCORPIUS,Western,dresses,Women,,470,470,2999,1649.45,55%,"S, M, L, XL",3.7,329,High_Discount,,,,
13670854,KASSUALLY,Western,dresses,Women,,470,470,1999,1219.39,61%,"S, M, L",4.1,246,Low_Discount,,,,
13670856,KASSUALLY,Western,tops,Women,,470,470,1599,911.43,57%,"S, M, L",4,472,Low_Discount,,,,
13670860,KASSUALLY,Western,tops,Women,,470,470,1499,869.42,58%,"S, M, L",4.2,291,High_Discount,,,,
13670868,KASSUALLY,Western,tops,Women,,470,470,1599,959.4,60%,"S, M, L",4.1,514,Low_Discount,,,,
13670874,KASSUALLY,Western,tops,Women,,470,470,1499,899.4,60%,"S, M, L",4.3,322,High_Discount,,,,
13670876,KASSUALLY,Western,shirts,Women,,470,470,1799,1007.44,56%,"S, M, L",4.1,260,High_Discount,,,,
13670890,KASSUALLY,Western,tops,Women,,470,470,1799,1115.38,62%,"S, M, L",4.4,275,Low_Discount,,,,
13670892,KASSUALLY,Western,tops,Women,,470,470,1299,779.4,60%,"S, M, L",3.8,551,High_Discount,,,,
13671222,LOCOMOTIVE,Bottom Wear,track-pants,Men,329,920.93,329,1099,769.3,70%,"S, M, L, XL",3.9,389,High_Discount,,,,
13671638,YASH GALLERY,Indian Wear,kurtas,Women,1139,1059.22,1139,2999,1859.38,62%,"XXL, 3XL, 4XL, 5XL",4.4,267,High_Discount,,,,
13672190,DressBerry,Western,shirts,Women,,470,470,1399,900,64%,"XS, S, M, L, XL",4.2,247,Low_Discount,,,,
13674774,WROGN,Topwear,tshirts,Men,844,709.5,844,1299,454.65,35%,"S, M, L, XL, XXL",4.3,332,High_Discount,,,,
13676092,Vishudh,Indian Wear,kurtas,Women,494,1059.22,494,1149,654.93,57%,"S, M, L, XL, XXL",3.9,281,High_Discount,,,,
13676446,VIMAL,Inner Wear &  Sleep Wear,lounge-pants,Men,988,530.36,988,1798,809.1,45%,"S, M, L, XL, XXL",4.1,961,Low_Discount,,,,
13676448,VIMAL,Inner Wear &  Sleep Wear,lounge-pants,Men,1096,530.36,1096,1798,701.22,39%,"S, M, L, XL, XXL",4.1,793,High_Discount,,,,
13676450,VIMAL,Inner Wear &  Sleep Wear,lounge-pants,Men,988,530.36,988,1798,809.1,45%,"S, M, L, XL, XXL",4.1,770,High_Discount,,,,
13676452,VIMAL,Inner Wear &  Sleep Wear,lounge-pants,Men,988,530.36,988,1798,809.1,45%,"S, M, L, XL, XXL",4.1,826,High_Discount,,,,
13676458,VIMAL,Inner Wear &  Sleep Wear,lounge-pants,Men,988,530.36,988,1798,809.1,45%,"S, M, L, XL, XXL",4.1,878,High_Discount,,,,
13676558,VIMAL,Inner Wear &  Sleep Wear,lounge-shorts,Men,881,530.36,881,1798,916.98,51%,"S, M, L, XL, XXL",4,282,Low_Discount,,,,
13676560,VIMAL,Inner Wear &  Sleep Wear,lounge-shorts,Men,881,530.36,881,1798,916.98,51%,"S, M, L, XL, XXL",4,297,Low_Discount,,,,
13676562,VIMAL,Inner Wear &  Sleep Wear,lounge-shorts,Men,881,530.36,881,1798,916.98,51%,"S, M, L, XL, XXL",4,275,Low_Discount,,,,
13677012,Cation,Western,tops,Women,,470,470,1199,659.45,55%,"XS, S, M, L, XL",4,453,High_Discount,,,,
13681172,See Designs,Indian Wear,kurta-sets,Men,1349,1059.22,1349,2999,1649.45,55%,"XS, S, M, L, XL, XXL",4.3,295,Low_Discount,,,,
13681174,See Designs,Indian Wear,kurta-sets,Men,1349,1059.22,1349,2999,1649.45,55%,"XS, S, M, L, XL, XXL",4.1,244,Low_Discount,,,,
13681176,See Designs,Indian Wear,kurta-sets,Men,1349,1059.22,1349,2999,1649.45,55%,"XS, S, M, L, XL, XXL",4.2,306,High_Discount,,,,
13681782,ZIYAA,Indian Wear,kurta-sets,Women,869,1059.22,869,2485,1615.25,65%,"S, M, L, XL, XXL, 3XL",3.7,295,Low_Discount,,,,
13681906,Vishudh,Indian Wear,kurtas,Women,467,1059.22,467,1199,731.39,61%,"S, M, L, XL, XXL",4.1,585,High_Discount,,,,
13682452,Ishin,Indian Wear,kurta-sets,Women,2699,1059.22,2699,5999,3299.45,55%,"S, M, L, XL, XXL",4.1,288,High_Discount,,,,
13682850,XYXX,Inner Wear &  Sleep Wear,trunk,Men,,530.36,530.36,269,,0%,"S, M, L, XL, XXL",4.1,397,Low_Discount,,,,
13682876,XYXX,Inner Wear &  Sleep Wear,trunk,Men,,530.36,530.36,269,,0%,"S, M, L, XL, XXL",4.2,462,Low_Discount,,,,
13682880,XYXX,Inner Wear &  Sleep Wear,trunk,Men,729,530.36,729,807,78,10%,"S, M, L, XL, XXL",4.3,263,High_Discount,,,,
13682886,XYXX,Inner Wear &  Sleep Wear,trunk,Men,,530.36,530.36,269,,0%,"S, M, L, XL, XXL",4.3,258,High_Discount,,,,
13682892,XYXX,Inner Wear &  Sleep Wear,trunk,Men,729,530.36,729,807,78,10%,"S, M, L, XL, XXL",4.2,494,Low_Discount,,,,
13682894,XYXX,Inner Wear &  Sleep Wear,trunk,Men,,530.36,530.36,269,,0%,"S, M, L, XL, XXL",4,298,High_Discount,,,,
13682898,XYXX,Inner Wear &  Sleep Wear,trunk,Men,729,530.36,729,807,78,10%,"S, M, L, XL, XXL",4.3,860,High_Discount,,,,
13683878,HIGHLANDER,Bottom Wear,shorts,Men,699,920.93,699,1399,699.5,50%,"30, 32, 34, 36, 38",4.2,286,High_Discount,,,,
13683884,HIGHLANDER,Bottom Wear,jeans,Men,681,920.93,681,1449,767.97,53%,"30, 32, 34, 36, 38",3.9,382,Low_Discount,,,,
13683892,HIGHLANDER,Bottom Wear,shorts,Men,657,920.93,657,1399,741.47,53%,"30, 32, 34, 36, 38",4.3,311,Low_Discount,,,,
13683920,HIGHLANDER,Topwear,shirts,Men,597,709.5,597,1049,451.07,43%,"39, 40, 42, 44",4.2,523,Low_Discount,,,,
13683922,HIGHLANDER,Bottom Wear,jeans,Men,753,920.93,753,1449,695.52,48%,"30, 32, 34, 36, 38",3.3,311,High_Discount,,,,
13683936,HIGHLANDER,Bottom Wear,track-pants,Men,359,920.93,359,899,539.4,60%,"S, M, L, XL",4.1,380,High_Discount,,,,
13684204,LOCOMOTIVE,Bottom Wear,track-pants,Men,439,920.93,439,1099,659.4,60%,"S, M, L, XL",4.2,383,High_Discount,,,,
13684206,LOCOMOTIVE,Topwear,shirts,Men,549,709.5,549,1249,699.44,56%,"39, 40, 42, 44",4.3,808,Low_Discount,,,,
13684208,LOCOMOTIVE,Bottom Wear,track-pants,Men,524,920.93,524,1049,524.5,50%,"S, M, L, XL",4,800,High_Discount,,,,
13689952,Tokyo Talkies,Western,dresses,Women,,470,470,1749,909.48,52%,"S, M, L, XL",4.4,539,Low_Discount,,,,
13694352,HIGHLANDER,Bottom Wear,shorts,Men,739,920.93,739,1849,1109.4,60%,"30, 32, 34, 36",4.2,350,High_Discount,,,,
13694360,HIGHLANDER,Topwear,shirts,Men,575,709.5,575,1199,623.48,52%,"39, 40, 42, 44",4.1,385,High_Discount,,,,
13694368,HIGHLANDER,Topwear,shirts,Men,849,709.5,849,1699,849.5,50%,"39, 40, 42, 44",4,410,High_Discount,,,,
13702356,SIRIKIT,Western,dresses,Women,,470,470,1999,1200,60%,"S, M, L, XL",3.8,272,High_Discount,,,,
13703704,mokshi,Indian Wear,kurta-sets,Women,1154,1059.22,1154,3299,2144.35,65%,"S, M, L, XL, XXL",3.8,499,Low_Discount,,,,
13703706,mokshi,Indian Wear,kurta-sets,Women,869,1059.22,869,2999,2129.29,71%,"S, M, L, XL, XXL",4.3,409,Low_Discount,,,,
13703708,mokshi,Indian Wear,kurta-sets,Women,1259,1059.22,1259,4199,2939.3,70%,"S, M, L, XL, XXL",3.9,413,Low_Discount,,,,
13705338,Maaesa,Indian Wear,kurtas,Women,879,1059.22,879,1999,1119.44,56%,"S, M, L, XL, XXL, 3XL",4.3,606,High_Discount,,,,
13705898,Tissu,Indian Wear,kurtis,Women,579,1059.22,579,999,419.58,42%,"XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, 6XL, 7XL, 8XL",4.2,824,Low_Discount,,,,
13706216,Nayo,Indian Wear,tops,Women,599,1059.22,599,1199,599.5,50%,"XS, S, M, L, XL",3.9,853,High_Discount,,,,
13707860,DAMENSCH,Inner Wear &  Sleep Wear,trunk,Men,649,530.36,649,730,81,11%,"S, M, L, XL, XXL",4.4,465,Low_Discount,,,,
13707874,DAMENSCH,Inner Wear &  Sleep Wear,trunk,Men,649,530.36,649,730,81,11%,"S, M, L, XL, XXL",4.3,309,High_Discount,,,,
13709560,Athena,Western,tops,Women,,470,470,1499,749.5,50%,"XS, S, M, L, XL, XXL",4.3,659,Low_Discount,,,,
13709578,Athena,Western,dresses,Women,,470,470,2699,809.7,30%,"XS, S, M, L, XL, XXL",4.3,939,High_Discount,,,,
13709580,Athena,Western,tops,Women,,470,470,1499,704.53,47%,"XS, S, M, L, XL, XXL",4.4,879,Low_Discount,,,,
13710106,Vishudh,Indian Wear,kurtas,Women,425,1059.22,425,1149,723.87,63%,"S, M, L, XL, XXL",3.9,424,High_Discount,,,,
13710176,Roadster,Western,jeans,Women,,470,470,2199,1319.4,60%,"26, 28, 30, 32, 34, 36",4.2,268,Low_Discount,,,,
13710208,Roadster,Western,jeans,Women,,470,470,1999,799.6,40%,"26, 28, 30, 32, 34, 36",4.3,375,High_Discount,,,,
13710238,Roadster,Western,jeans,Women,,470,470,2099,1154.45,55%,"26, 28, 30, 32, 34, 36",4.3,287,High_Discount,,,,
13710322,Roadster,Western,jeans,Women,,470,470,1999,1099.45,55%,"26, 28, 30, 32, 34, 36",4.3,298,High_Discount,,,,
13710342,Roadster,Western,jeans,Women,,470,470,1799,719.6,40%,"26, 28, 30, 32, 34, 36",4.2,471,Low_Discount,,,,
13710656,Roadster,Western,jeans,Women,,470,470,2499,1249.5,50%,"26, 28, 30, 32, 34, 36",4.2,244,High_Discount,,,,
13710704,Roadster,Western,jeans,Women,,470,470,1699,849.5,50%,"26, 28, 30, 32, 34, 36",4,408,High_Discount,,,,
13710734,Roadster,Western,jeans,Women,,470,470,1699,849.5,50%,"26, 28, 30, 32, 34, 36",3.9,353,High_Discount,,,,
13710776,Roadster,Western,jeans,Women,,470,470,2099,1049.5,50%,"26, 28, 30, 32, 34, 36",4,389,Low_Discount,,,,
13711930,U.S. Polo Assn.,Topwear,tshirts,Men,1299,709.5,1299,1999,699.65,35%,"S, M, L, XL, XXL, 3XL",4.6,402,Low_Discount,,,,
13711938,U.S. Polo Assn. Denim Co.,Bottom Wear,jeans,Men,2159,920.93,2159,3599,1439.6,40%,"28, 30, 32, 34, 36, 38, 40",4.2,432,High_Discount,,,,
13711958,U.S. Polo Assn.,Topwear,tshirts,Men,1104,709.5,1104,1699,594.65,35%,"S, M, L, XL, XXL, 3XL",4.5,316,High_Discount,,,,
13711976,Smarty Pants,Lingerie & Sleep Wear,night-suits,Women,749,602.52,749,1499,749.5,50%,"S, M, L, XL, XXL",4.3,397,High_Discount,,,,
13712854,H&M,Western,leggings,Women,,470,470,799,,0%,"XS, S, M, L, XL",4.5,311,High_Discount,,,,
13712960,H&M,Topwear,tshirts,Men,,709.5,709.5,1299,,0%,"XS, S, M, L, XL, XXL",4.3,247,Low_Discount,,,,
13719140,Athena,Western,tops,Women,,470,470,1499,524.65,35%,"XS, S, M, L, XL, XXL",4.4,255,Low_Discount,,,,
13719148,Athena,Western,dresses,Women,,470,470,1999,799.6,40%,"XS, S, M, L, XL",4,332,High_Discount,,,,
13719150,Athena,Western,tops,Women,,470,470,1499,704.53,47%,"XS, S, M, L, XL, XXL",4.1,334,High_Discount,,,,
13719152,Athena,Western,dresses,Women,,470,470,2799,1259.55,45%,"XS, S, M, L, XL",4.3,255,High_Discount,,,,
13719174,Athena,Western,dresses,Women,,470,470,2799,1147.59,41%,"XS, S, M, L, XL",4.2,358,High_Discount,,,,
13722892,Roadster,Western,shirts,Women,,470,470,1699,849.5,50%,"XS, S, M, L, XL",4.2,309,High_Discount,,,,
13723000,Roadster,Western,shirts,Women,,470,470,1399,769.45,55%,"XS, S, M, L, XL, XXL",4.4,253,High_Discount,,,,
13723028,Roadster,Western,shirts,Women,,470,470,1399,769.45,55%,"XS, S, M, L, XL, XXL",4.3,359,High_Discount,,,,
13724196,Berrylush,Western,dresses,Women,,470,470,1899,759.6,40%,"S, M, L, XL",4.4,331,High_Discount,,,,
13724256,Berrylush,Western,tops,Women,,470,470,1499,1229.18,82%,"S, M, L, XL",4.3,276,High_Discount,,,,
13724274,Berrylush,Western,tops,Women,,470,470,1399,503.64,36%,"S, M, L, XL",4.3,246,Low_Discount,,,,
13724288,Berrylush,Western,tops,Women,,470,470,1399,713.49,51%,"S, M, L, XL",4.1,246,Low_Discount,,,,
13724292,Berrylush,Western,tops,Women,,470,470,1499,734.51,49%,"S, M, L, XL",4.4,309,High_Discount,,,,
13727064,W,Indian Wear,kurtas,Women,759,1059.22,759,1899,1139.4,60%,"XS, S, M, L, XL, XXL, 3XL",3.9,291,High_Discount,,,,
13727090,W,Indian Wear,kurtas,Women,799,1059.22,799,1999,1199.4,60%,"XS, S, M, M/L, L, XL, XXL",4.1,406,High_Discount,,,,
13728394,Indo Era,Indian Wear,kurta-sets,Women,1899,1059.22,1899,3799,1899.5,50%,"XS, S, M, L, XL, XXL",4.2,453,High_Discount,,,,
13735286,Nike,Sports Wear,tights,Women,1197,793.18,1197,2395,1197.5,50%,"XS, S, M, L, XL, XXL",3.9,358,High_Discount,,,,
13735306,Nike,Sports Wear,tights,Women,1317,793.18,1317,2195,878,40%,"XS, S, M, L, XL, XXL",4.1,733,High_Discount,,,,
13737396,Prakhya,Indian Wear,kurta-sets,Women,1439,1059.22,1439,4498,3058.64,68%,"32/37, M, L, XL, XXL, 3XL",4,624,High_Discount,,,,
13737536,Tikhi Imli,Indian Wear,sarees,Women,1819,1059.22,1819,2599,779.7,30%,Onesize,4.2,705,Low_Discount,,,,
13737932,Veni Vidi Vici,Western,tops,Women,,470,470,1380,828,60%,"XS, S, M, L, XL",4,274,High_Discount,,,,
13738012,Veni Vidi Vici,Western,tops,Women,,470,470,1170,702,60%,"XS, S, M, L",4,280,High_Discount,,,,
13738586,STREET 9,Western,jackets,Women,,470,470,1899,949.5,50%,"XS, S, M, L, XL",3.8,471,Low_Discount,,,,
13738616,STREET 9,Western,tops,Women,,470,470,1299,584.55,45%,"XS, S, M, L, XL",4.2,600,High_Discount,,,,
13739964,HERE&NOW,Plus Size,kurta-sets,Women,839,709.77,839,2099,1259.4,60%,"XS, S, M, L, XL, XXL",4.1,260,Low_Discount,,,,
13739966,HERE&NOW,Plus Size,kurta-sets,Women,1099,709.77,1099,1999,899.55,45%,"XS, S, M, L, XL, XXL",4.3,251,High_Discount,,,,
13739968,HERE&NOW,Indian Wear,kurta-sets,Women,944,1059.22,944,2099,1154.45,55%,"XS, S, M, L, XL, XXL",4.1,275,High_Discount,,,,
13740098,Sera,Western,dresses,Women,,470,470,1294,647,50%,"S, M, L, XL",3.4,333,Low_Discount,,,,
13740108,Sera,Western,dresses,Women,,470,470,1294,647,50%,"S, M, L, XL",3.6,293,High_Discount,,,,
13740122,HERE&NOW,Plus Size,palazzos,Women,,709.77,709.77,999,,0%,"26, 28, 30, 32, 34, 36, 38",4.1,309,Low_Discount,,,,
13740124,HERE&NOW,Plus Size,palazzos,Women,719,709.77,719,1199,479.6,40%,"26, 28, 30, 32, 34, 36, 38",4.1,240,Low_Discount,,,,
13740126,HERE&NOW,Plus Size,palazzos,Women,439,709.77,439,1099,659.4,60%,"26, 28, 30, 32, 34, 36, 38",4.1,288,Low_Discount,,,,
13740918,Oxolloxo,Western,skirts,Women,,470,470,1899,1082.43,57%,"28, 30, 32, 34",4,297,Low_Discount,,,,
13743078,ADIDAS,Sports Wear,tshirts,Men,1169,793.18,1169,1799,629.65,35%,"XS, S, M, L, XL, XXL",4.5,378,Low_Discount,,,,
13745708,DressBerry,Lingerie & Sleep Wear,briefs,Women,319,602.52,319,799,479.4,60%,"S, M, L, XL",4.4,413,Low_Discount,,,,
13747908,Libas,Indian Wear,kurta-sets,Women,1633,1059.22,1633,3799,2165.43,57%,"XS, S, M, L, XL, XXL",4.3,797,Low_Discount,,,,
13747918,Libas,Indian Wear,kurta-sets,Women,1539,1059.22,1539,3499,1959.44,56%,"XS, S, M, L, XL, XXL",4.2,623,Low_Discount,,,,
13747928,Libas,Indian Wear,kurta-sets,Women,1229,1059.22,1229,2999,1769.41,59%,"XS, S, M, L, XL, XXL",4.2,407,Low_Discount,,,,
13748416,HERE&NOW,Plus Size,kurtas,Women,1199,709.77,1199,2399,1199.5,50%,"XS, S, M, L, XL, XXL, 3XL",4.4,300,High_Discount,,,,
13748474,HERE&NOW,Indian Wear,kurtas,Women,1439,1059.22,1439,2399,959.6,40%,"XS, S, M, L, XL, XXL, 3XL",4.2,442,High_Discount,,,,
13749874,URBAN SCOTTISH,Inner Wear &  Sleep Wear,boxers,Men,797,530.36,797,1899,1101.42,58%,"S, M, L, XL, XXL",4.3,302,Low_Discount,,,,
13751874,Libas,Indian Wear,palazzos,Women,769,1059.22,769,1399,629.55,45%,"28, 30, 32, 34",4.3,268,High_Discount,,,,
13753380,Harvard,Bottom Wear,shorts,Men,494,920.93,494,1098,603.9,55%,"30, 32, 34, 36, 38",4.2,320,High_Discount,,,,
13753382,Harvard,Bottom Wear,shorts,Men,494,920.93,494,1098,603.9,55%,"30, 32, 34, 36, 38",4.4,241,Low_Discount,,,,
13753396,Harvard,Bottom Wear,shorts,Men,603,920.93,603,1098,494.1,45%,"30, 32, 34, 36, 38",4.4,258,High_Discount,,,,
13753406,Harvard,Bottom Wear,shorts,Men,538,920.93,538,898,359.2,40%,"30, 32, 34, 36, 38",4.2,293,Low_Discount,,,,
13753422,Harvard,Bottom Wear,shorts,Men,449,920.93,449,898,449,50%,"30, 32, 34, 36, 38",4.2,269,High_Discount,,,,
13753424,Harvard,Bottom Wear,shorts,Men,449,920.93,449,998,548.9,55%,"30, 32, 34, 36, 38",4.4,254,Low_Discount,,,,
13755686,Ishin,Indian Wear,kurta-sets,Women,2279,1059.22,2279,5699,3419.4,60%,"S, M, L, XL, XXL",4.4,431,Low_Discount,,,,
13755746,DAMENSCH,Inner Wear &  Sleep Wear,trunk,Men,649,530.36,649,699,50,7%,"S, M, L, XL, XXL",4.4,273,High_Discount,,,,
13757354,Roadster,Western,shorts,Women,,470,470,1299,649.5,50%,"26, 28, 30, 32, 34, 36",3.9,399,Low_Discount,,,,
13757364,Roadster,Western,shorts,Women,,470,470,1299,584.55,45%,"26, 28, 30, 32, 34, 36",4,285,High_Discount,,,,
13757366,Roadster,Western,shorts,Women,,470,470,1299,714.45,55%,"26, 28, 30, 32, 34, 36",4.3,368,High_Discount,,,,
13757378,Roadster,Western,shorts,Women,,470,470,1299,714.45,55%,"26, 28, 30, 32, 34, 36",4.3,434,High_Discount,,,,
13757694,Melange by Lifestyle,Indian Wear,leggings,Women,,1059.22,1059.22,599,,0%,"S, M, L, XL, XXL",4.6,368,Low_Discount,,,,
13758212,Laabha,Western,track-pants,Women,,470,470,1599,959.4,60%,"XS, S, M, L, XL, XXL",4,367,Low_Discount,,,,
13758810,H&M,Western,shirts,Women,,470,470,1499,,0%,"XS, S, M, L, XL",4.7,313,High_Discount,,,,
13764232,Tokyo Talkies,Western,jumpsuit,Women,,470,470,2449,1395.93,57%,"S, M, L, XL",4.6,459,High_Discount,,,,
13764376,Kalista,Indian Wear,sarees,Women,1334,1059.22,1334,2900,1566,54%,Onesize,3.9,388,Low_Discount,,,,
13764658,Varanga,Indian Wear,dresses,Women,1475,1059.22,1475,3599,2123.41,59%,"S, M, L, XL, XXL",3.7,587,High_Discount,,,,
13765348,Mast & Harbour,Western,tshirts,Women,,470,470,799,319.6,40%,"XS, S, M, L, XL",4.3,304,High_Discount,,,,
13765370,M&H Our Water,Western,tshirts,Women,,470,470,799,479.4,60%,"XS, S, M, L, XL",4.3,325,Low_Discount,,,,
13766266,FableStreet,Western,trousers,Women,,470,470,2495,,0%,"26, 28, 30, 32, 34, 36",4.3,262,High_Discount,,,,
13767276,Vishudh,Indian Wear,palazzos,Women,399,1059.22,399,999,599.4,60%,"28, 30, 32, 34, 36",4.1,296,Low_Discount,,,,
13769322,Vishudh,Indian Wear,dresses,Women,584,1059.22,584,1499,914.39,61%,"S, M, L, XL, XXL",4.3,709,Low_Discount,,,,
13769372,Varanga,Indian Wear,kurtas,Women,804,1059.22,804,2299,1494.35,65%,"S, M, L, XL, XXL",4.3,457,Low_Discount,,,,
13769396,Ahalyaa,Indian Wear,kurtas,Women,899,1059.22,899,2650,1751,66%,"S, M, L, XL, XXL",4,296,High_Discount,,,,
13769588,Indo Era,Indian Wear,kurta-sets,Women,1247,1059.22,1247,4799,3551.26,74%,"XS, S, M, L, XL, XXL",4.2,306,Low_Discount,,,,
13769676,Varanga,Indian Wear,kurta-sets,Women,1379,1059.22,1379,4599,3219.3,70%,"S, M, L, XL, XXL",3.9,952,High_Discount,,,,
13771260,Nayo,Indian Wear,kurta-sets,Women,1259,1059.22,1259,3499,2239.36,64%,"S, M, L, XL, XXL, 3XL",4,724,High_Discount,,,,
13771266,Nayo,Indian Wear,kurta-sets,Women,1469,1059.22,1469,3499,2029.42,58%,"S, M, L, XL, XXL, 3XL",4.4,313,High_Discount,,,,
13771272,Nayo,Indian Wear,kurta-sets,Women,1154,1059.22,1154,3499,2344.33,67%,"S, M, L, XL, XXL, 3XL",4.2,391,Low_Discount,,,,
13775200,Vishudh,Indian Wear,kurtas,Women,512,1059.22,512,1249,736.91,59%,"S, M, L, XL, XXL",4.1,423,High_Discount,,,,
13775220,Vishudh,Western,dresses,Women,,470,470,1649,989.4,60%,"S, M, L, XL, XXL",4,457,High_Discount,,,,
13775246,Vishudh,Indian Wear,kurtas,Women,499,1059.22,499,1249,749.4,60%,"S, M, L, XL, XXL",4.1,322,High_Discount,,,,
13775252,Vishudh,Indian Wear,kurtas,Women,471,1059.22,471,1149,677.91,59%,"S, M, L, XL, XXL",3.9,366,High_Discount,,,,
13775254,Vishudh,Indian Wear,kurtas,Women,559,1059.22,559,1399,839.4,60%,"S, M, L, XL, XXL",4.2,278,Low_Discount,,,,
13777976,DressBerry,Western,tshirts,Women,,470,470,699,279.6,40%,"XS, S, M, L, XL",4.2,269,High_Discount,,,,
13778066,DressBerry,Western,tshirts,Women,,470,470,799,559.3,70%,"XS, S, M, L, XL",4.4,318,High_Discount,,,,
13778146,DressBerry,Western,tops,Women,,470,470,1499,749.5,50%,"XS, S, M, L, XL",4.5,252,Low_Discount,,,,
13780146,LOCOMOTIVE,Bottom Wear,shorts,Men,305,920.93,305,899,593.34,66%,"30, 32, 34, 36",4.2,354,Low_Discount,,,,
13780156,LOCOMOTIVE,Bottom Wear,track-pants,Men,517,920.93,517,1149,631.95,55%,"S, M, L, XL",4,999,Low_Discount,,,,
13780172,U.S. Polo Assn.,Topwear,tshirts,Men,1169,709.5,1169,1799,629.65,35%,"S, M, L, XL, XXL, 3XL",4.6,363,Low_Discount,,,,
13780868,Antheaa,Western,dresses,Women,,470,470,2399,1199.5,50%,"XS, S, M, L, XL, XXL",4.4,340,Low_Discount,,,,
